number,name,former_name,kind,jurisdiction,status
600974,WOLVERINE GOLD MINES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600975,WOOD & GARDENER ARCHITECTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600976,WOOD GARDNER ONEILL ONEILL ARCHITECTS,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600977,WOOD GUNDY INC.,,Extra-Territorial Corporation,Ontario,Amalgamated
600978,WOOLSEY TRUCKS & TRADING COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600980,WORTHING TRANSPORT (EDSON) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600981,W. R. GRACE & CO. OF CANADA LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600982,XEROX CANADA FINANCE INC.,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
600983,XEROX CANADA HOLDINGS INC.* / SOCIETE DE PORTE FEUILLE XEROX CANADA INC.,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
600984,XEROX CANADA LTD.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
600985,YANDEL NORTHWEST PETROLEUMS INC.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600986,YUKON AIRWAYS LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600987,YUKON AUTOBODY LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600988,"YUKON CONSOLIDATED GOLD CORPORATION, LIMITED, THE",,Extra-Territorial Corporation,Canada,Cancelled by Corporation
600989,YUKONCRETE CONSTRUCTION LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
600990,YUKON COPPER LIIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600991,"YUKON DAILY NEWS LIMITED, THE",,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
600994,YUKON GALLERY & FRAMING LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600995,YUKON INSTANT PRINTING LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600996,YUKON INVESTMENT CORPORATION LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600997,YUKON LUMBER (Y.T.) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600998,YUKON MINERALS CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Changed Name
600999,YUKON MOTEL (TESLIN) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
601000,YUKON MOVING & STORAGE LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
601001,YUKON MUSIC STORES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
601005,YUKON TAXI SERVICE LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
601006,YUKON TELEPHONE COMPANY LTD.,,Extra-Territorial Corporation,UNKNOWN,Changed Name
601007,YUKON WHEEL ALIGNMENT LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
601008,YUKON WILDERNESS LODGES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Changed Name
611908,ABITIBI-PRICE INC.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
619900,AARDVARK DRILLING SALES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619901,A-X METALS INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619904,ABB CHIPENDALE SERVICES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
619906,QUALITY LEARNING SYSTEMS (INTERNATIONAL) INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619907,ABERMIN CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619908,ABITIBI-PRICE INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619910,ACADEMY RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619912,ACE INDUSTRIES (INT'L) CORP.,,Extra-Territorial Corporation,Alberta,Amalgamated
619913,ACE PLACER MINES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
619914,ACE VEGETATION CONTROL SERVICE LTD.,,Extra-Territorial Corporation,Canada,In Default
619915,ACHERON RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619916,ACKLANDS LIMITED,,Extra-Territorial Corporation,Manitoba,Amalgamated
619918,ACRES INTERNATIONAL LIMITED,,Extra-Territorial Corporation,Canada,Amalgamated
619921,ADDA MINERALS COMPANY LIMITED,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619922,ADAJE TOURS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619924,ADASTRAL RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Changed Name
619927,ADRIAN RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619928,ADVANCED DRILLING LTD.,,Extra-Territorial Corporation,British Columbia,Changed Name
619930,AETNA TRUST COMPANY,,Extra-Territorial Corporation,British Columbia,Changed Name
619931,AFG GLASS INC.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
619932,A. G. CLARK HOLDINGS LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
619933,AGILIS ENGINEERING LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619934,AGILIS EXPLORATION SERVICES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619935,CAMECO RESOURCES LTD.,AGIP RESOURCES LTD.,Extra-Territorial Corporation,Canada,Amalgamated
619936,AHLSTROM C & V INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619938,AIR CANADA,,Extra-Territorial Corporation,Canada,Amalgamated
619939,AIR DRILLING SERVICES (INTERNATIONAL) LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619942,AIR NORTH CHARTER & TRAINING LTD.,,Extra-Territorial Corporation,Canada,In Compliance
619943,AIR PRODUCTS CANADA LTD. / PRODAIR CANADA LTEE.,,Extra-Territorial Corporation,Ontario,Amalgamated
619948,A.J. FORSYTH AND COMPANY LIMITED,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
619951,AKIKO-LORI GOLD RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Amalgamated
619954,AKS SYSTEMS INCORPORATED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619955,ALAMO RENT-A-CAR INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619957,ALASKA DIRECT TRANSPORT INC.,,Extra-Territorial Corporation,Minnesota,Cancelled by Registrar
619958,"ALASKA WEST EXPRESS, INC.",,Extra-Territorial Corporation,Alaska,In Compliance
619960,ALBERTA & SOUTHERN GAS CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619961,"MEDIS WESTERN INC,",ALBERTA-NATIONAL DRUG COMPANY LIMITED,Extra-Territorial Corporation,Alberta,Changed Name
619962,ALBRICO SERVICES (1982) LTD.,,Extra-Territorial Corporation,Alberta,Changed Name
619965,"ALEXANDER CONSULTING GROUP LIMITED, THE",,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
619966,ALEXANDER INSULATION LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
619967,A. L. GRAY CORPORATION,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
619968,A. L. GRAY INVESTMENT CORPORATION,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
619970,ALKAN AIR LTD.,,Extra-Territorial Corporation,Canada,In Compliance
619972,ALLCAMP CATERING LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619974,ALLIED TOOLS LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
619976,ALL-NORTH RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619980,ALPINE DRYWALL AND PLASTERING (NORTHERN) LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
619981,ALPINE MAINTENANCE LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
619987,ALTAMIRA INVESTMENT SERVICES INC. / PLACEMENTS ALTAMIRA INC.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
619989,ALTUS CONSTRUCTION SERVICES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619990,AMAX OF CANADA LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619991,AMAX NORTHWEST MINING COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
619992,UNITED DOMINION INDUSTRIES LIMITED,,Extra-Territorial Corporation,Canada,Amalgamated
619993,AMERICAN HIGHLAND MINING CORP.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
619994,AMERADA HESS CANADA LTD.,AMERADA MINERALS CORPORATION OF CANADA LIMITED,Extra-Territorial Corporation,Canada,Changed Name
619995,"AMERICAN EXPRESS CANADA, INC.",,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
619996,AMERICAN SMELTING AND REFINING COMPANY,,Extra-Territorial Corporation,New Jersey,Cancelled by Registrar
619998,AMOCO CANADA PETROLEUM COMPANY LTD.,,Extra-Territorial Corporation,Nova Scotia,Amalgamated
619999,AMOCO CANADA RESOURCES LTD.,,Extra-Territorial Corporation,Canada,Amalgamated
620000,"AMOCO ENTERPRISES CANADA, LIMITED",,Extra-Territorial Corporation,Canada,Changed Name
620001,AMOCO PRODUCTION COMPANY,,Extra-Territorial Corporation,Delaware,Changed Name
620002,SILVERSTONE RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620004,AMVIC RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620007,ANDRE'S WELDING LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620013,ANNIE RESOURCES INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620014,ANOORAQ RESOURCES CORPORATION,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620015,ANTLER CONSTRUCTION CO. LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620016,APACHE OIL CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620017,SULTAN MINERALS LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620022,AQUILENE RESOURCES INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620023,ARBOR RESOURCES INC,,Extra-Territorial Corporation,British Columbia,Changed Name
620025,"ARCHER, CATHRO & ASSOCIATES (1981) LIMITED",,Extra-Territorial Corporation,British Columbia,In Compliance
620026,ARCO CHEMICAL COMPANY,,Extra-Territorial Corporation,Pennsylvania,Cancelled by Corporation
620027,ARCO COAL CORPORATION,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620028,ARCO OIL AND GAS COMPANY,,Extra-Territorial Corporation,Delaware,Cancelled by Corporation
620029,ARCO PRODUCTS COMPANY,,Extra-Territorial Corporation,Delaware,Cancelled by Corporation
620031,ARCO TRANSPORTATION CORPORATION,,Extra-Territorial Corporation,Delaware,Cancelled by Registrar
620032,ARCOR DEVELOPMENTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620034,ARCTEC ALLOYS LIMITED,,Extra-Territorial Corporation,Alberta,In Compliance
620036,ARCTIC CONST. LTD.*,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620037,ARCTIC CONSTRUCTORS LTD.,,Extra-Territorial Corporation,Saskatchewan,Cancelled by Registrar
620038,ARCTIC DIAMOND DRILLING LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620042,ARCTIC FRONTIER CONTRACTING LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620045,ARCTIC INVESTIGATIONS INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620051,ARCTIC TRANSPORTATION LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620052,ARCTIC WINTER GAMES INTERNATIONAL COMMITTEE,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
620054,ARGO DEVELOPMENTS CORP.,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
620055,ARGO SALES LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
620057,ARIES RESOURCES INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620059,ARKONA RESOURCES INC.,BERGLYNN RESOURCES INC.,Extra-Territorial Corporation,British Columbia,Changed Name
620060,ARMTEC INC.,,Extra-Territorial Corporation,Ontario,Cancelled by Registrar
620062,"ARNOLD BROS.TRANSPORT LTD. / FRERES ARNOLD TRANSPORT LTEE., LES",,Extra-Territorial Corporation,Manitoba,Amalgamated
620063,ARONCA INSULATION LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
620064,ARROW TRANSPORTATION SYSTEMS INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620065,ASAMERA MINERALS INC.,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
620066,ASARCO EXPLORATION COMPANY OF CANADA LIMITED,,Extra-Territorial Corporation,Ontario,Cancelled by Registrar
620067,ASARCO INCORPORATED,,Extra-Territorial Corporation,New Jersey,Cancelled by Corporation
620071,ASSOCIATED INVESTORS OF CANADA LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
620074,ATCO ENTERPRISES LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
620075,ATCO LTD.,,Extra-Territorial Corporation,Alberta,Amalgamated
620076,ATLANTIC RICHFIELD COMPANY,THE ATLANTIC REFINING COMPANY,Extra-Territorial Corporation,pENNSYLVANIA,Amalgamated
620077,177003 CANADA INC.,,Extra-Territorial Corporation,Canada,Amalgamated
620081,ATLAS VAN LINES (CANADA) LTD. / LIGNE DE TRANSPORT ATLAS (CANADA) LTEE.,,Extra-Territorial Corporation,Canada,In Compliance
620082,ATLED EXPLORATION MANAGEMENT LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620083,ATLIN AIR LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620085,AT&S EXPLORATION LTD. / AT&S EXPLORATION LTEE.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620086,AURAMET GOLD CORPORATION,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620087,AURAMET INTERNATIONAL LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620088,AURCHEM EXPLORATION LTD.,,Extra-Territorial Corporation,Ontario,In Compliance
620089,AURIFEROUS PLACERS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620091,CANADIAN FROBISHER RESOURCES LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
620092,AURORA WOODFIBER LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620093,AUROVLA COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620094,AURUM GEOLOGICAL CONSULTANTS INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620095,AUSTRALIAN TRUSTEE SERVICES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620097,AUTO HAULAWAY INC.,,Extra-Territorial Corporation,Ontario,Amalgamated
620098,AUTO MARINE ELECTRIC LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620100,AVANTI MINERALS LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Registrar
620101,AVCO FINANCIAL SERVICES CANADA LIMITED,,Extra-Territorial Corporation,Ontario,Amalgamated
620102,AVCO FINANCIAL SERVICES REALTY LIMITED,,Extra-Territorial Corporation,Ontario,Amalgamated
620104,"BOEING DISTRIBUTION CANADA, LTD.",AVIALL (CANADA) LTD.,Extra-Territorial Corporation,Ontario,In Compliance
620105,AVID GOLD RESOURCES INC.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620106,AXIDATA INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620109,BENOIT & BORG INSURANCE AGENCIES INC.,,Extra-Territorial Corporation,Canada,Changed Name
620112,BAIN INSULATION AND SUPPLY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620114,BAKER HUGHES CANADA INC.,,Extra-Territorial Corporation,Alberta,Amalgamated
620116,BALLAD FOOD DISTRIBUTORS INC.,,Extra-Territorial Corporation,Canada,Cancelled by Registrar
620119,BALNER ENTERPRISES LIMITED,,Extra-Territorial Corporation,British Columbia,Changed Name
620121,BANISTER INC.,,Extra-Territorial Corporation,Canada,Cancelled by Registrar
620122,BANK OF MONTREAL LEASING CORPORATION / CORPORATION DE CREDIT-BAIL BANQUE DE MONTREAL,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620123,BANK OF MONTREAL INVESTOR SERVICES LIMITED,,Extra-Territorial Corporation,Canada,Changed Name
620124,BANK OF MONTREAL INVESTMENT MANAGEMENT LIMITED / SOCIETE DE GESTION DE PLACEMENTS BANQUE DE MONTREA,,Extra-Territorial Corporation,Canada,Changed Name
620125,"BANK OF NOVA SCOTIA PROPERTIES INC, THE",,Extra-Territorial Corporation,Ontario,Amalgamated
620128,BARENCO INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620129,B. A. RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620133,BARTLE & GIBSON CO. LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620134,INTERNATIONAL BARYTEX RESOURCES LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620135,BASE-FORT SECURITY GROUP LTD.,,Extra-Territorial Corporation,Alberta,Changed Name
620136,B.C. BEARING ENGINEERS LIMITED,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620137,BCE CORPORATE SERVICES INC. / SERVICES CORPORATIFS BCE INC.,,Extra-Territorial Corporation,Canada,Changed Name
620138,BEADAK MINES LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620139,BEAR CREEK GOLD PLACER LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620141,BEAVER DRILLING LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620142,BEAVER FOODS LIMITED,,Extra-Territorial Corporation,Ontario,Changed Name
620143,BEAVER LUMBER COMPANY LIMITED,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
620146,BECHTEL CANADA INC.,,Extra-Territorial Corporation,Canada,Amalgamated
620147,BEKINS MOVING AND STORAGE COMPANY LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620148,BELMORAL MINES LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620151,BERON PLACERS CO. LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
620153,L & G OLIVER CONSTRUCTION LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620154,BHP MINERALS CANADA LTD.,,Extra-Territorial Corporation,Delaware,Cancelled by Corporation
620157,BIG CREEK RESOURCES LTD.,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
620161,BILL OLIVER HOLDINGS LIMITED,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620164,BJORKMAN HOLDINGS (YUKON) LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620166,B. K. PLACER ELDORADO INC.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620168,BLACK RIDGE GOLD LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620171,BLEILER PLACERS LTD.,,Extra-Territorial Corporation,British Columbia,In Compliance
620172,BLOCK BROS. NATIONAL REAL ESTATE SERVICE LTD.,,Extra-Territorial Corporation,Canada,Cancelled by Registrar
620177,B. M. H. TRANSPORT LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Registrar
620179,BOATEL CATERERS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620180,BOATEL REMOTE SITE FEEDING LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620183,BOLD CONSTRUCTION LIMITED,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620184,BOLDER CONCRETE LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620185,CANDO INTERNATIONAL FOOD CONSULTANTS LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620186,"BOMAG (CANADA), INC.",,Extra-Territorial Corporation,Nova Scotia,Changed Name
620187,BOMBARDIER CREDIT LIMITED / CREDIT BOMBARDIER LTEE.,,Extra-Territorial Corporation,Quebec,Changed Name
620188,BOMBAY PEGGYS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Registrar
620189,BONANZA AVIATION LTD.,,Extra-Territorial Corporation,Canada,Cancelled by Corporation
620192,BOND-A-PLY ROOFING LTD.,,Extra-Territorial Corporation,British Columbia,Cancelled by Corporation
620197,BOSWELL HOUSE HOLDINGS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620198,BONDAR-CLEGG & COMPANY LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620199,BOT ENGINEERING & CONSTRUCTION LTD.,,Extra-Territorial Corporation,Ontario,Cancelled by Corporation
620200,BOT QUEBEC LIMITEE / BOT QUEBEC LIMITEE,,Extra-Territorial Corporation,Quebec,Changed Name
620202,BOUVERIE INVESTMENTS LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620203,BOVAR INC.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
620204,BOWLER MANAGEMENT LTD.,,Extra-Territorial Corporation,Alberta,Cancelled by Corporation
620205,"BARNES GROUP CANADA INC. / GROUPE BARNES DU CANADA INC, LE",,Extra-Territorial Corporation,Canada,Changed Name
620206,BOW VALLEY ENERGY INC. / ENERGIE BOW VALLEY INC.,,Extra-Territorial Corporation,Alberta,Amalgamated
620207,BOYDEN OILFIELD SUPPORT SERVICE LTD.,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620208,BP MINERALS LIMITED / BP MINERAUX LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Cancelled by Corporation
620209,BP RESOURCES CANADA LIMITED / RESSOURCES BP CANADA LIMITEE,,Extra-Territorial Corporation,UNKNOWN,Amalgamated
